#,Title,URL,State,Labels,# of Labels,Assignees,# of Assignees,# of Comments,Closed at,Created at,Locked
1297,"{zsh,bash}-completion should work with all executables ending with .ninja",https://github.com/ninja-build/ninja/issues/1297,open,[],0,[],0,0,,2017-06-30 19:38:59,False
1290,regression: segmentation fault on rebuild with no inputs,https://github.com/ninja-build/ninja/issues/1290,closed,[],0,[],0,2,2017-06-18 00:33:14,2017-06-16 13:09:14,False
1289,Command successful but file missing,https://github.com/ninja-build/ninja/issues/1289,closed,[],0,[],0,2,2017-06-20 06:13:11,2017-06-16 09:24:11,False
1288,Fail to detect host tool (glib-mkenums or any other),https://github.com/ninja-build/ninja/issues/1288,closed,[],0,[],0,9,2017-06-15 15:52:16,2017-06-15 11:57:10,False
1286,Long dependency chain causes stack overflow,https://github.com/ninja-build/ninja/issues/1286,open,[],0,[],0,0,,2017-06-09 13:17:40,False
1285,subprocess.py error: Ninja not building from source on Windows 8,https://github.com/ninja-build/ninja/issues/1285,closed,[],0,[],0,4,2017-10-20 17:40:30,2017-06-05 07:06:12,False
1283,Ninja needs to work-around Windows 10 process-destruction bug,https://github.com/ninja-build/ninja/issues/1283,closed,[],0,[],0,2,2017-12-13 23:32:09,2017-06-02 20:01:11,False
1282,"check CanRunMore() from time to time if -l used, for better parallelism ",https://github.com/ninja-build/ninja/issues/1282,open,[],0,[],0,0,,2017-05-23 08:11:52,False
1279,Automatic load balancing on Windows has some issues,https://github.com/ninja-build/ninja/issues/1279,open,"[Label(name=""windows"")]",1,[],0,2,,2017-05-15 21:52:46,False
1278,Default value for -j does not take into account CPU set limitation,https://github.com/ninja-build/ninja/issues/1278,closed,"[Label(name=""bug"")]",1,[],0,8,2019-02-26 13:38:22,2017-05-08 10:27:19,False
1277,Code page wrong default,https://github.com/ninja-build/ninja/issues/1277,open,"[Label(name=""windows""), Label(name=""bug"")]",2,[],0,6,,2017-04-28 09:52:28,False
1276,"- my bad, wrong project -",https://github.com/ninja-build/ninja/issues/1276,closed,[],0,[],0,0,2017-04-26 16:15:25,2017-04-26 16:13:59,False
1274,Build Ninja binary in parallel,https://github.com/ninja-build/ninja/issues/1274,closed,[],0,[],0,1,2017-05-15 22:36:28,2017-04-24 19:19:19,False
1273,Out of source directory build fails for manual,https://github.com/ninja-build/ninja/issues/1273,open,[],0,[],0,4,,2017-04-24 19:17:11,False
1272,Ninja on windows additional white lines,https://github.com/ninja-build/ninja/issues/1272,closed,[],0,[],0,5,2017-06-22 20:11:55,2017-04-20 13:41:34,False
1270,Build fails to find `DbgHelp.h` with Windows SDK 10.0.15xxx (installed with latest VS 2017),https://github.com/ninja-build/ninja/issues/1270,closed,[],0,[],0,1,2017-04-13 15:57:50,2017-04-13 13:19:29,False
1266,colorful output for ninja -error,https://github.com/ninja-build/ninja/issues/1266,open,"[Label(name=""frontend"")]",1,[],0,1,,2017-04-11 17:20:19,False
1265,Fortran support,https://github.com/ninja-build/ninja/issues/1265,closed,"[Label(name=""feature"")]",1,[],0,23,2019-04-20 11:28:13,2017-04-11 13:19:26,False
1263,GYP link to Chromium is broken,https://github.com/ninja-build/ninja/issues/1263,closed,[],0,[],0,3,2018-11-25 12:58:26,2017-04-10 21:47:01,False
1262,Backslashes not escaped when using response files on Windows with GCC,https://github.com/ninja-build/ninja/issues/1262,closed,[],0,[],0,2,2019-06-18 09:15:46,2017-03-30 14:33:36,False
1261,Long build line can hit MAX_ARG_STRLEN on Linux,https://github.com/ninja-build/ninja/issues/1261,open,[],0,[],0,5,,2017-03-28 06:08:25,False
1260,RSP_FILE path without quotes - gives issues with spaces,https://github.com/ninja-build/ninja/issues/1260,open,[],0,[],0,5,,2017-03-21 12:37:13,False
1259,Not all code has been clang-format'ed?,https://github.com/ninja-build/ninja/issues/1259,closed,[],0,[],0,3,2017-06-22 20:15:07,2017-03-16 23:13:06,False
1258,Do not erroneously parse multi-file gcc deps file outputs,https://github.com/ninja-build/ninja/issues/1258,open,[],0,[],0,0,,2017-03-15 03:17:36,False
1257,ninja clean fails,https://github.com/ninja-build/ninja/issues/1257,closed,[],0,[],0,3,2017-03-20 02:10:46,2017-03-14 05:14:57,False
1256,bash freezes while building projects in MSYS2 (triggered by rescaling the window),https://github.com/ninja-build/ninja/issues/1256,closed,[],0,[],0,2,2018-01-28 21:01:42,2017-03-09 20:05:53,False
1253,ninja jobs explode when nesting.,https://github.com/ninja-build/ninja/issues/1253,open,[],0,[],0,2,,2017-03-07 15:55:23,False
1252,'buffer overflow detected' detected by libc,https://github.com/ninja-build/ninja/issues/1252,closed,[],0,[],0,5,2018-03-01 13:48:17,2017-02-28 16:29:05,False
1251,mixing depfile absolute paths with manifest relative paths breaks rebuilds,https://github.com/ninja-build/ninja/issues/1251,open,[],0,[],0,90,,2017-02-24 15:40:36,False
1248,UB found by UBSAN (-fsanitize=undefined),https://github.com/ninja-build/ninja/issues/1248,open,"[Label(name=""help wanted"")]",1,[],0,1,,2017-02-23 01:03:58,False
1247,memory leaks found by ASAN (-fsanitize=address),https://github.com/ninja-build/ninja/issues/1247,open,[],0,[],0,7,,2017-02-23 00:59:32,False
1246,ninja process creation should be multi-threaded,https://github.com/ninja-build/ninja/issues/1246,open,[],0,[],0,9,,2017-02-22 23:54:38,False
1245,ninja releases should include ninja.pdb,https://github.com/ninja-build/ninja/issues/1245,open,"[Label(name=""windows"")]",1,[],0,6,,2017-02-22 22:53:13,False
1242,Error while making lineage os for HTC Desire 820 G+,https://github.com/ninja-build/ninja/issues/1242,closed,[],0,[],0,0,2017-03-19 03:03:23,2017-02-19 09:00:56,False
1241,Signal handling does not work as expected,https://github.com/ninja-build/ninja/issues/1241,open,"[Label(name=""help wanted"")]",1,[],0,2,,2017-02-16 00:19:30,False
1240,build.ninja not reloaded if generated with an absolute path,https://github.com/ninja-build/ninja/issues/1240,open,[],0,[],0,5,,2017-02-14 13:05:07,False
1238,Building Ninja in Cygwin,https://github.com/ninja-build/ninja/issues/1238,closed,[],0,[],0,2,2017-02-09 21:14:36,2017-02-09 17:08:12,False
1229,ninja think empty depfile is a missing depfile,https://github.com/ninja-build/ninja/issues/1229,open,"[Label(name=""bug"")]",1,[],0,6,,2017-01-21 18:50:42,False
1227,Depfile path parsing broken for some characters,https://github.com/ninja-build/ninja/issues/1227,closed,"[Label(name=""bug"")]",1,[],0,1,2018-11-07 11:07:48,2017-01-17 10:32:55,False
1222,"can not find ""Ninja"" when working with cmake",https://github.com/ninja-build/ninja/issues/1222,closed,[],0,[],0,1,2017-01-24 19:07:09,2017-01-06 10:04:42,False
1221,Ninja fails when run under ConEmu?,https://github.com/ninja-build/ninja/issues/1221,closed,[],0,[],0,9,2018-11-18 13:52:26,2017-01-04 04:33:03,False
1216,Error bootstrapping Ninja: insecure string pickle,https://github.com/ninja-build/ninja/issues/1216,closed,[],0,[],0,12,2020-02-05 09:42:46,2016-12-21 01:05:59,False
1214,Ninja in verbose mode fails smart terminal capabilities,https://github.com/ninja-build/ninja/issues/1214,closed,"[Label(name=""bug"")]",1,[],0,2,2018-11-05 15:51:12,2016-12-09 11:14:11,False
1212,copyright is missing,https://github.com/ninja-build/ninja/issues/1212,closed,[],0,[],0,3,2017-05-15 22:41:33,2016-12-06 19:47:55,False
1207,The newest binary version of ninja doesn't support for Windows XP.,https://github.com/ninja-build/ninja/issues/1207,closed,[],0,[],0,5,2018-11-16 12:09:58,2016-11-10 23:25:31,False
1195,Unicode support on Windows,https://github.com/ninja-build/ninja/issues/1195,closed,"[Label(name=""windows"")]",1,[],0,22,2021-02-23 09:00:23,2016-10-19 18:56:59,False
1190,SBT stuck running inside Ninja,https://github.com/ninja-build/ninja/issues/1190,closed,[],0,[],0,2,2016-10-06 14:09:42,2016-10-04 22:08:05,False
1189,FreeBSD make test problem,https://github.com/ninja-build/ninja/issues/1189,closed,[],0,[],0,2,2016-11-07 18:22:53,2016-10-01 21:53:37,False
1186,Symbolic links created as outputs are not stat'ed correctly,https://github.com/ninja-build/ninja/issues/1186,open,"[Label(name=""bug"")]",1,[],0,6,,2016-09-16 00:50:45,False
1184,Support multiple outputs in gcc depfile,https://github.com/ninja-build/ninja/issues/1184,closed,"[Label(name=""feature"")]",1,[],0,8,2020-01-29 15:23:15,2016-09-13 21:19:30,False
1183,Using gcovr with ninja and CMake,https://github.com/ninja-build/ninja/issues/1183,closed,[],0,[],0,2,2016-09-23 20:55:12,2016-09-07 02:49:30,False
1179,WindowsError: [Error 2] The system cannot find the file specified,https://github.com/ninja-build/ninja/issues/1179,closed,[],0,[],0,5,2016-08-03 07:17:59,2016-08-02 07:22:00,False
1178,Typo in v1.7.1 release message,https://github.com/ninja-build/ninja/issues/1178,closed,[],0,[],0,1,2016-08-01 00:55:15,2016-07-31 11:23:47,False
1177,ninja should use succinct output in mintty,https://github.com/ninja-build/ninja/issues/1177,open,"[Label(name=""feature""), Label(name=""windows"")]",2,[],0,2,,2016-07-29 17:38:16,False
1175,Heuristic: Run jobs with large inputs before jobs with small inputs,https://github.com/ninja-build/ninja/issues/1175,open,"[Label(name=""feature"")]",1,[],0,16,,2016-07-14 23:08:24,False
1172,Elapsed time display is incorrect with verbose option,https://github.com/ninja-build/ninja/issues/1172,closed,[],0,[],0,3,2016-07-13 02:39:10,2016-07-12 20:49:52,False
1171,"after build, how to install?",https://github.com/ninja-build/ninja/issues/1171,closed,[],0,[],0,7,2016-07-07 22:14:22,2016-07-07 20:49:12,False
1170,Accept confirmation when a target is mistyped,https://github.com/ninja-build/ninja/issues/1170,open,[],0,[],0,1,,2016-07-07 12:58:00,False
1168,-d doesn't actually print debugging modes,https://github.com/ninja-build/ninja/issues/1168,closed,[],0,[],0,5,2016-06-23 21:10:00,2016-06-23 21:08:43,False
1167,browse option appears to have XSS vulnerability,https://github.com/ninja-build/ninja/issues/1167,closed,[],0,[],0,1,2016-06-29 13:03:29,2016-06-16 17:33:55,False
1162,Long running compile commands can cause incorrect dirty status computation,https://github.com/ninja-build/ninja/issues/1162,closed,"[Label(name=""bug"")]",1,[],0,8,2021-03-20 14:07:25,2016-06-06 20:53:21,False
1161,hitting max path component limit,https://github.com/ninja-build/ninja/issues/1161,closed,[],0,[],0,9,2019-01-30 14:44:18,2016-06-04 14:55:29,False
1160,Building of Static Library fails with Cmake 3.5.2,https://github.com/ninja-build/ninja/issues/1160,closed,[],0,[],0,7,2016-06-05 02:12:13,2016-06-03 13:47:05,False
1158,Print when commands start,https://github.com/ninja-build/ninja/issues/1158,open,"[Label(name=""frontend"")]",1,[],0,14,,2016-05-24 13:34:23,False
1153,Bug with alias as implicit dependency,https://github.com/ninja-build/ninja/issues/1153,open,[],0,[],0,3,,2016-05-11 08:46:00,False
1152,$pwd,https://github.com/ninja-build/ninja/issues/1152,open,"[Label(name=""feature"")]",1,[],0,2,,2016-05-07 21:51:44,False
1151,Unable to decode ascii colors,https://github.com/ninja-build/ninja/issues/1151,closed,[],0,[],0,2,2016-05-04 16:58:07,2016-05-04 16:52:32,False
1149,ninja -n works poorly with gn,https://github.com/ninja-build/ninja/issues/1149,open,[],0,[],0,8,,2016-04-28 19:54:14,False
1148,Regression from #999: NINJA_STATUS %r on dumb terminals reports 1 fewer process,https://github.com/ninja-build/ninja/issues/1148,closed,[],0,[],0,0,2016-04-29 20:54:33,2016-04-28 19:49:24,False
1146,Regression from #999: NINJA_STATUS %e on dumb terminals starts from epoch ,https://github.com/ninja-build/ninja/issues/1146,closed,[],0,[],0,3,2016-04-29 20:54:33,2016-04-28 19:16:57,False
1145,Need to update docs after #1144,https://github.com/ninja-build/ninja/issues/1145,open,[],0,[],0,0,,2016-04-28 18:47:18,False
1142,Regression from #999: Build status doesn't increment by 1,https://github.com/ninja-build/ninja/issues/1142,closed,[],0,[],0,5,2016-04-28 14:35:29,2016-04-27 23:40:43,False
1139,Add GNU make jobserver client support,https://github.com/ninja-build/ninja/issues/1139,open,"[Label(name=""feature"")]",1,[],0,62,,2016-04-27 10:31:13,False
1136,Crash with multiple duplicate implicit outputs,https://github.com/ninja-build/ninja/issues/1136,closed,[],0,[],0,0,2016-04-27 13:37:50,2016-04-26 20:21:16,False
1135,Always rebuild output files on build errors,https://github.com/ninja-build/ninja/issues/1135,closed,[],0,[],0,0,2018-05-02 22:34:29,2016-04-26 20:09:18,False
1133,"Document ""Don't use ninja in recursive mode"" somewhere",https://github.com/ninja-build/ninja/issues/1133,open,[],0,[],0,6,,2016-04-20 13:25:08,False
1132,[Windows] Permission denied error when opening the build log,https://github.com/ninja-build/ninja/issues/1132,closed,[],0,[],0,13,2016-04-20 13:23:04,2016-04-20 00:49:35,False
1129,Bootstrapping failed due to warning on Windows (MSVC),https://github.com/ninja-build/ninja/issues/1129,closed,[],0,[],0,7,2016-04-19 20:25:57,2016-04-11 01:49:42,False
1128,ninja does not support cmake build of both shared and static libs on windows when using cmake's OUTPUT_NAME,https://github.com/ninja-build/ninja/issues/1128,closed,[],0,[],0,7,2016-04-07 19:41:37,2016-04-07 03:30:40,False
1127,Strange canonicalization mismatch for case of drive letter on windows.,https://github.com/ninja-build/ninja/issues/1127,open,[],0,[],0,4,,2016-04-07 00:19:34,False
1124,[Win] Can not combain two or more command in 'command' in rules,https://github.com/ninja-build/ninja/issues/1124,closed,[],0,[],0,3,2016-04-02 22:03:35,2016-04-02 21:47:08,False
1123,Return codes to distinguish when ninja fails to execute the flow or to startup the execution,https://github.com/ninja-build/ninja/issues/1123,open,"[Label(name=""feature"")]",1,[],0,1,,2016-03-30 16:14:53,False
1122,Ninja unknown pool name,https://github.com/ninja-build/ninja/issues/1122,closed,[],0,[],0,0,2016-03-30 09:01:45,2016-03-30 03:36:03,False
1121,Please update release version,https://github.com/ninja-build/ninja/issues/1121,closed,[],0,[],0,7,2016-05-02 19:02:52,2016-03-25 14:23:10,False
1120,Files with zero mtime are treated as nonexistent,https://github.com/ninja-build/ninja/issues/1120,closed,[],0,[],0,14,2017-06-19 19:44:15,2016-03-25 11:35:11,False
1119,Confusion about which directory to run commands from,https://github.com/ninja-build/ninja/issues/1119,open,[],0,[],0,4,,2016-03-24 06:06:55,False
1117,Document the lexical syntax of depfiles,https://github.com/ninja-build/ninja/issues/1117,open,[],0,[],0,3,,2016-03-15 15:37:03,False
1115,ninja -t browse ignores -f,https://github.com/ninja-build/ninja/issues/1115,closed,[],0,[],0,1,2016-03-07 20:54:07,2016-03-07 19:22:47,False
1103,initial MSVC build via --bootstrap doesn't record dependencies,https://github.com/ninja-build/ninja/issues/1103,closed,[],0,[],0,0,2016-02-05 21:26:52,2016-02-05 13:42:31,False
1092,Quadratic behavior in Writer._line() ninja_syntax.py Python interface,https://github.com/ninja-build/ninja/issues/1092,open,[],0,[],0,1,,2016-01-16 22:46:15,False
1091,Rule-level variables,https://github.com/ninja-build/ninja/issues/1091,closed,[],0,[],0,4,2016-02-03 21:27:21,2016-01-16 21:36:53,False
1090,depfile not being reevaluated if it is a dependency,https://github.com/ninja-build/ninja/issues/1090,open,[],0,[],0,7,,2016-01-16 20:36:34,False
1089,Command substitution,https://github.com/ninja-build/ninja/issues/1089,closed,[],0,[],0,12,2016-01-16 21:10:50,2016-01-16 15:43:30,False
1084,Alternative ninja file format based on arrays,https://github.com/ninja-build/ninja/issues/1084,closed,[],0,[],0,9,2016-01-04 14:42:08,2016-01-03 14:17:43,False
1083,Windows + long command lines,https://github.com/ninja-build/ninja/issues/1083,closed,[],0,[],0,5,2015-12-29 15:00:56,2015-12-27 23:36:34,False
1081,Ninja not executing python good,https://github.com/ninja-build/ninja/issues/1081,closed,[],0,[],0,11,2015-12-26 19:30:51,2015-12-23 09:45:29,False
1080,Timing build time per subninja,https://github.com/ninja-build/ninja/issues/1080,closed,[],0,[],0,9,2016-01-04 20:54:48,2015-12-22 07:39:48,False
1077,Include file and commands order,https://github.com/ninja-build/ninja/issues/1077,closed,[],0,[],0,1,2015-12-29 15:07:43,2015-12-17 08:48:19,False
1075,"Can't depend on "".""",https://github.com/ninja-build/ninja/issues/1075,closed,[],0,[],0,4,2016-02-03 22:17:35,2015-12-16 23:24:48,False
1072,Context of the include directive,https://github.com/ninja-build/ninja/issues/1072,closed,[],0,[],0,3,2015-12-29 15:10:25,2015-12-15 10:17:40,False
1071,Management of windows root directory,https://github.com/ninja-build/ninja/issues/1071,closed,[],0,[],0,9,2015-12-29 15:12:29,2015-12-14 16:31:23,False
1070,add cwd variable to specify working directory of rule/build,https://github.com/ninja-build/ninja/issues/1070,closed,[],0,[],0,7,2016-02-02 23:21:55,2015-12-10 18:15:21,False
1066,add option to clean targets non recursively,https://github.com/ninja-build/ninja/issues/1066,closed,[],0,[],0,4,2016-01-04 21:03:03,2015-12-08 00:47:26,False
1065,clean tool -h option requires loading of build.ninja,https://github.com/ninja-build/ninja/issues/1065,closed,[],0,[],0,1,2015-12-08 00:55:59,2015-12-08 00:46:20,False
1061,Ninja: No Work to Do,https://github.com/ninja-build/ninja/issues/1061,closed,[],0,[],0,10,2015-12-05 01:30:58,2015-12-04 02:12:37,False
1056,-k 0 is not documented,https://github.com/ninja-build/ninja/issues/1056,closed,[],0,[],0,6,2016-02-02 23:23:07,2015-11-22 07:02:54,False
1055,Build targets listed on ninja command line in order,https://github.com/ninja-build/ninja/issues/1055,closed,[],0,[],0,4,2015-11-21 15:31:25,2015-11-21 13:55:53,False
1050,Turn on deps mode by default,https://github.com/ninja-build/ninja/issues/1050,open,[],0,[],0,0,,2015-11-11 22:40:20,False
1048,Ninja does not allow comments in depfiles,https://github.com/ninja-build/ninja/issues/1048,closed,[],0,[],0,9,2018-04-05 18:18:12,2015-11-06 15:16:30,False
1044,Ninja does not suspend child processes on ^z,https://github.com/ninja-build/ninja/issues/1044,open,[],0,[],0,7,,2015-10-25 13:25:16,False
1043,Can msvc_deps_prefix be set on a per-rule basis?,https://github.com/ninja-build/ninja/issues/1043,closed,[],0,[],0,6,2015-12-06 17:10:07,2015-10-25 11:51:26,False
1041,Add option to ninja_syntax.Writer.comment to prevent line breaks,https://github.com/ninja-build/ninja/issues/1041,closed,[],0,[],0,1,2015-12-08 01:50:47,2015-10-23 20:21:38,False
1038,link to chrome ninja docs,https://github.com/ninja-build/ninja/issues/1038,closed,[],0,[],0,1,2016-02-03 22:16:49,2015-10-15 22:44:01,False
1037,Ninja always recompiles sources with certain Intel Compiler remarks,https://github.com/ninja-build/ninja/issues/1037,open,"[Label(name=""windows"")]",1,[],0,5,,2015-10-15 19:28:52,False
1035,[doc] [low-prio] entry on wikipedia,https://github.com/ninja-build/ninja/issues/1035,closed,[],0,[],0,4,2015-10-22 01:47:36,2015-10-13 11:34:35,False
1034,Ninja should emit ETW events for each build step,https://github.com/ninja-build/ninja/issues/1034,open,[],0,[],0,10,,2015-10-07 00:57:07,False
1032,Advanced rule variables expansion,https://github.com/ninja-build/ninja/issues/1032,open,[],0,[],0,4,,2015-10-04 13:55:54,False
1024,Feature request: more flexible rule name matching in the compdb tool,https://github.com/ninja-build/ninja/issues/1024,closed,[],0,[],0,12,2019-05-09 15:38:07,2015-09-20 20:11:36,False
1012,Support for building a single translation unit,https://github.com/ninja-build/ninja/issues/1012,closed,[],0,[],0,4,2018-10-30 11:04:20,2015-09-03 14:47:30,False
1010,Ninja output into dumb terminal is not machine parsable,https://github.com/ninja-build/ninja/issues/1010,closed,[],0,[],0,6,2015-11-12 05:40:36,2015-08-28 20:15:49,False
1006,Please document behaviour of -k 0 option,https://github.com/ninja-build/ninja/issues/1006,closed,[],0,[],0,6,2018-04-05 01:08:59,2015-08-18 20:06:33,False
1005,ninja_syntax.py license,https://github.com/ninja-build/ninja/issues/1005,closed,[],0,[],0,2,2015-08-13 18:18:09,2015-08-12 14:47:32,False
1004,Generic batching,https://github.com/ninja-build/ninja/issues/1004,open,[],0,[],0,4,,2015-08-10 13:16:20,False
1002,Document how to set environment variables in subprocesses,https://github.com/ninja-build/ninja/issues/1002,open,[],0,[],0,12,,2015-08-09 21:47:01,False
1000,use newline in variable value (esp. rspfile_content),https://github.com/ninja-build/ninja/issues/1000,open,[],0,[],0,2,,2015-07-31 08:24:00,False
995,Fails to build with MSVC 2015,https://github.com/ninja-build/ninja/issues/995,closed,[],0,[],0,6,2015-08-10 15:35:54,2015-07-27 08:49:54,False
994,restat target as dirty when manifest file is rebuilt,https://github.com/ninja-build/ninja/issues/994,closed,[],0,[],0,2,2015-07-27 18:19:48,2015-07-27 08:09:11,False
993,[DOC] replace yum with dnf in Fedora install section,https://github.com/ninja-build/ninja/issues/993,closed,[],0,[],0,3,2017-01-02 01:13:19,2015-07-23 14:35:02,False
992,[DOC] add info about meson build system,https://github.com/ninja-build/ninja/issues/992,closed,[],0,[],0,3,2015-07-25 01:10:38,2015-07-23 14:31:23,False
991,Feature request: specify number of processors the rule uses,https://github.com/ninja-build/ninja/issues/991,open,"[Label(name=""feature"")]",1,[],0,4,,2015-07-21 15:24:25,False
990,ninja_syntax.py: Writer.default() doesn't escape spaces,https://github.com/ninja-build/ninja/issues/990,open,[],0,[],0,2,,2015-07-20 05:33:21,False
987,`restat` is broken when rebuilding build.ninja in 1.6.0,https://github.com/ninja-build/ninja/issues/987,closed,[],0,[],0,16,2017-02-10 21:14:46,2015-07-09 04:15:15,False
986,install error when running ./bootstrap.py on mac,https://github.com/ninja-build/ninja/issues/986,closed,[],0,[],0,1,2015-07-08 15:49:54,2015-07-08 14:01:42,False
985,Build fails with uclibc: src/util.cc:426:28: error: 'getloadavg' was not declared in this scope,https://github.com/ninja-build/ninja/issues/985,closed,[],0,[],0,7,2017-01-08 21:21:51,2015-07-06 03:57:04,False
983,Cannot build from source on Windows 8.1,https://github.com/ninja-build/ninja/issues/983,closed,[],0,[],0,3,2015-07-01 00:00:42,2015-06-30 14:14:04,False
982,Add a documentation section about integrating with third-party software,https://github.com/ninja-build/ninja/issues/982,open,[],0,[],0,1,,2015-06-29 17:47:42,False
981,Fatal: unknown deps type 'xyz' for a rule that does not have a 'deps' attribute,https://github.com/ninja-build/ninja/issues/981,closed,[],0,[],0,2,2015-06-27 15:16:02,2015-06-27 12:35:45,False
980,ninja-syntax setup.py - Python3 has no execfile,https://github.com/ninja-build/ninja/issues/980,closed,[],0,[],0,2,2015-06-23 18:58:46,2015-06-23 09:55:52,False
977,Relative subninja paths don't resolve,https://github.com/ninja-build/ninja/issues/977,open,[],0,[],0,8,,2015-06-21 02:31:37,False
976,Subninjas with duplicate rules,https://github.com/ninja-build/ninja/issues/976,closed,[],0,[],0,1,2015-06-21 02:22:58,2015-06-21 01:57:54,False
972,Ninja crashes due to Intel Compiler warnings,https://github.com/ninja-build/ninja/issues/972,closed,[],0,[],0,11,2015-07-05 22:53:46,2015-06-08 11:45:07,False
969,Patch for configure.py to work under python 3,https://github.com/ninja-build/ninja/issues/969,closed,[],0,[],0,5,2015-05-09 19:37:56,2015-05-08 12:23:32,False
965,Build actions with pool=console sometimes fail to terminate,https://github.com/ninja-build/ninja/issues/965,closed,[],0,[],0,5,2015-06-30 04:07:44,2015-05-05 18:15:22,False
961,"Even in dry-run mode, directories are created",https://github.com/ninja-build/ninja/issues/961,open,"[Label(name=""bug"")]",1,[],0,4,,2015-04-22 19:46:57,False
960,afl-fuzz repro causing oom,https://github.com/ninja-build/ninja/issues/960,open,[],0,[],0,6,,2015-04-22 18:03:45,False
959,Pool limit not being respected,https://github.com/ninja-build/ninja/issues/959,closed,[],0,[],0,5,2015-06-18 22:27:11,2015-04-17 21:50:19,False
957,zxxz1122zxxz@hotmail.com,https://github.com/ninja-build/ninja/issues/957,closed,[],0,[],0,0,2015-04-15 20:03:35,2015-04-15 07:25:07,False
956,patch for rsp file dir separators issue with arm cross compiler,https://github.com/ninja-build/ninja/issues/956,closed,[],0,[],0,3,2015-04-15 23:40:13,2015-04-15 06:45:28,False
955,Manual wording confusing in header section,https://github.com/ninja-build/ninja/issues/955,closed,[],0,[],0,1,2018-11-14 14:09:47,2015-04-10 16:26:00,False
952,Clarifications about ninja spec,https://github.com/ninja-build/ninja/issues/952,open,[],0,[],0,9,,2015-04-01 21:39:59,False
946,DbgHelp.h is missing on Windows 8.1,https://github.com/ninja-build/ninja/issues/946,closed,[],0,[],0,4,2015-03-27 09:28:28,2015-03-26 14:58:28,False
941,ninja gets confused by nul characters ('\0') in command standard output,https://github.com/ninja-build/ninja/issues/941,closed,[],0,[],0,4,2015-03-20 16:11:15,2015-03-20 11:57:27,False
939,Another crash with duplicate edges,https://github.com/ninja-build/ninja/issues/939,closed,[],0,[],0,2,2015-03-19 23:57:56,2015-03-19 22:51:31,False
935,Inconsistent handling of cycle in phony rules,https://github.com/ninja-build/ninja/issues/935,closed,[],0,[],0,2,2018-11-16 11:57:50,2015-03-17 22:06:42,False
934,"""[stuck]"" without duplicate rules",https://github.com/ninja-build/ninja/issues/934,closed,[],0,[],0,5,2015-04-01 21:18:39,2015-03-15 23:52:11,False
932,ninja install for a single target ?,https://github.com/ninja-build/ninja/issues/932,closed,[],0,[],0,1,2015-03-15 22:02:54,2015-03-15 18:15:33,False
931,Turn duplicate rules for the same target into an error,https://github.com/ninja-build/ninja/issues/931,open,[],0,[],0,2,,2015-03-14 21:16:47,False
924,Copyright year hasn't been updated since 2011,https://github.com/ninja-build/ninja/issues/924,closed,[],0,[],0,1,2015-03-09 04:40:23,2015-03-09 00:03:29,False
922,Environment variable controlling max number of jobs,https://github.com/ninja-build/ninja/issues/922,closed,[],0,[],0,3,2015-11-12 00:39:55,2015-03-02 23:22:54,False
916,Add environment variable and/or command line option to prevent ninja from stripping color escape codes,https://github.com/ninja-build/ninja/issues/916,closed,[],0,[],0,6,2018-11-13 15:03:53,2015-02-25 16:41:23,False
915,Build considered up-to-date when timestamps are too close,https://github.com/ninja-build/ninja/issues/915,closed,[],0,[],0,1,2015-02-17 15:39:05,2015-02-17 14:41:51,False
909,Don't start commands with the same terminal as Ninja,https://github.com/ninja-build/ninja/issues/909,closed,[],0,[],0,12,2015-03-09 18:32:25,2015-01-29 02:10:47,False
907,Confusing error message on undefined $in variable,https://github.com/ninja-build/ninja/issues/907,closed,[],0,[],0,1,2022-02-02 16:39:21,2015-01-27 12:29:54,False
906,Add a tool to update ninja's information after generation,https://github.com/ninja-build/ninja/issues/906,closed,"[Label(name=""feature"")]",1,[],0,8,2020-04-13 17:31:56,2015-01-26 17:15:17,False
905,Add command line option similar to GNU make --question,https://github.com/ninja-build/ninja/issues/905,open,"[Label(name=""feature"")]",1,[],0,9,,2015-01-23 19:45:56,False
904,crash on manifests with cycles where filenames are longer than the system limit,https://github.com/ninja-build/ninja/issues/904,closed,[],0,[],0,0,2015-03-19 17:13:43,2015-01-21 18:59:34,False
902,crash when referencing variable in its definition,https://github.com/ninja-build/ninja/issues/902,closed,[],0,[],0,4,2015-03-21 15:29:00,2015-01-20 15:14:58,False
900,How to make build verbose by default,https://github.com/ninja-build/ninja/issues/900,closed,[],0,[],0,11,2018-11-16 12:12:11,2015-01-16 18:55:59,False
899,ninja crash when running,https://github.com/ninja-build/ninja/issues/899,closed,[],0,[],0,2,2015-03-18 01:26:18,2015-01-16 01:26:19,False
898,Use SCHED_BATCH when available,https://github.com/ninja-build/ninja/issues/898,open,[],0,[],0,8,,2015-01-14 12:33:34,False
896,"modify .h file and run ninja, ninja show no work to do",https://github.com/ninja-build/ninja/issues/896,closed,[],0,[],0,5,2015-01-12 09:14:50,2015-01-12 01:18:24,False
895,configure script produces fatal error C1034: cstdio: no include path set,https://github.com/ninja-build/ninja/issues/895,closed,[],0,[],0,3,2015-01-12 01:52:52,2015-01-11 09:19:50,False
893,Ninja invokes new jobs even after interruption,https://github.com/ninja-build/ninja/issues/893,closed,[],0,[],0,11,2015-01-24 06:19:00,2015-01-09 06:11:06,False
